2026-04-30T16:03:23.713557663Z [inf]  .../node_modules/@reown/appkit postinstall:   @reown/appkit-adapter-wagmi: 1.8.15

2026-04-30T16:03:23.713639646Z [inf]  .../node_modules/@reown/appkit postinstall: [32m✓ All @reown/appkit packages are in sync (1.8.15)[0m

2026-04-30T16:03:23.714076651Z [inf]  .../node_modules/@reown/appkit postinstall: Done

2026-04-30T16:03:23.789817081Z [inf]  .../sharp@0.33.5/node_modules/sharp install: Done

2026-04-30T16:03:23.978090134Z [inf]  .../node_modules/ccxt postinstall$ node postinstall.js

2026-04-30T16:03:24.373383722Z [inf]  .../node_modules/ccxt postinstall: [34m                                                              

2026-04-30T16:03:24.373418445Z [inf]  .../node_modules/ccxt postinstall:                                                               

2026-04-30T16:03:24.37352176Z [inf]  .../node_modules/ccxt postinstall:                      ████████████████████████████████████     

2026-04-30T16:03:24.373594909Z [inf]  .../node_modules/ccxt postinstall:                      ████████████████████████████████████     

2026-04-30T16:03:24.373599396Z [inf]  .../node_modules/ccxt postinstall:                      ████            ████            ████     

2026-04-30T16:03:24.373640578Z [inf]  .../node_modules/ccxt postinstall:                      ████            ████            ████     

2026-04-30T16:03:24.373678435Z [inf]  .../node_modules/ccxt postinstall:                      ████    ████████████    ████████████     

2026-04-30T16:03:24.373760347Z [inf]  .../node_modules/ccxt postinstall:                      ████    ████████████    ████████████     

2026-04-30T16:03:24.374003392Z [inf]  .../node_modules/ccxt postinstall:                      ████            ████            ████     

2026-04-30T16:03:24.374060728Z [inf]  .../node_modules/ccxt postinstall:                      ████            ████            ████     

2026-04-30T16:03:24.374201178Z [inf]  .../node_modules/ccxt postinstall:                      ████████████████████████████████████     

2026-04-30T16:03:24.374234318Z [inf]  .../node_modules/ccxt postinstall:                      ████████████████████████████████████     

2026-04-30T16:03:24.374314498Z [inf]  .../node_modules/ccxt postinstall:                      ████    ████    ████            ████     

2026-04-30T16:03:24.374340828Z [inf]  .../node_modules/ccxt postinstall:                      ████    ████    ████            ████     

2026-04-30T16:03:24.374447417Z [inf]  .../node_modules/ccxt postinstall:                      ████████    ████████████    ████████     

2026-04-30T16:03:24.374578164Z [inf]  .../node_modules/ccxt postinstall:                      ████████    ████████████    ████████     
.../node_modules/ccxt postinstall:                      ████    ████    ████████    ████████     

2026-04-30T16:03:24.374598955Z [inf]  .../node_modules/ccxt postinstall:                      ████    ████    ████████    ████████     

2026-04-30T16:03:24.374637082Z [inf]  .../node_modules/ccxt postinstall:                      ████████████████████████████████████     

2026-04-30T16:03:24.374707588Z [inf]  .../node_modules/ccxt postinstall:                      ████████████████████████████████████     
.../node_modules/ccxt postinstall:                                                               

2026-04-30T16:03:24.374810482Z [inf]  .../node_modules/ccxt postinstall:                                                               [0m
.../node_modules/ccxt postinstall: [31m                                  Stars: 42,137                                 [0m

2026-04-30T16:03:24.374821909Z [inf]  .../node_modules/ccxt postinstall: [31m                                  Forks: 8,633                                  [0m

2026-04-30T16:03:24.374932655Z [inf]  .../node_modules/ccxt postinstall: [31m                                  Size: 6.63MB                                  [0m
.../node_modules/ccxt postinstall: [33m

